,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url,Unnamed: 0
856,77.7 x 163.3 x 9.05 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",203 g,"6 GB, 1600 MHz",128 GB,"6.6 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6920 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/4e3d5599,301.0
857,77.8 x 161.32 x 14.15 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",275 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"5500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/012c4be4,
858,77.85 x 167.11 x 9.55 mm,,,,2 GB,16 GB,"6.52 in, IPS, 540 x 1200 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/316f57ed,
859,77.85 x 167.11 x 9.55 mm,,,,2 GB,16 GB,"6.52 in, IPS, 540 x 1200 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/316f57ed,
860,78 x 149.8 x 9.2 mm,"4x 2.0 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","Qualcomm Adreno 430, 600 MHz",169 g,"3 GB, 1600 MHz","32 GB, 64 GB","5.4 in, AMOLED, 1440 x 2560 pixels, 24 bit","5344 x 4008 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3760 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/79c137a0,315.0
861,78 x 149.8 x 9.2 mm,"4x 2.0 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","Qualcomm Adreno 430, 600 MHz",169 g,"3 GB, 1600 MHz","32 GB, 64 GB","5.4 in, AMOLED, 1440 x 2560 pixels, 24 bit","5344 x 4008 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3760 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/79c137a0,316.0
862,78 x 163 x 13 mm,"4x 2.2 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 508, 700 MHz",250 g,"4 GB, 1333 MHz",64 GB,"5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/23ad48c2,
863,78 x 166 x 8.7 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",150 g,"2 GB, 640 MHz",16 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a8eb53e6,283.0
864,78 x 166 x 8.7 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",150 g,"2 GB, 640 MHz",16 GB,"6.49 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a8eb53e6,284.0
865,78 x 168 x 11.4 mm,"1x 2.0 GHz ARM Cortex-A75, 3x 1.8 GHz ARM Cortex-A55,","IMG PowerVR GE8300, 800 MHz",230 g,"3 GB, 4 GB, 933 MHz","64 GB, 128 GB","5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/655654f6,138.0
866,78 x 171 x 9.85 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",240 g,"8 GB, 2750 MHz",256 GB,"6.59 in, AMOLED, 1080 x 2340 pixels, 30 bit","9280 x 6920 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, ad, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.1, USB Type-C",5.1,"6000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/58eb5404,
867,78 x 171 x 9.85 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",240 g,"12 GB, 16 GB, 2750 MHz",512 GB,"6.59 in, AMOLED, 1080 x 2340 pixels, 30 bit","9280 x 6920 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, ad, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.1, USB Type-C",5.1,"6000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d6705403,
868,78 x 171 x 9.85 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",240 g,"12 GB, 16 GB, 2750 MHz",512 GB,"6.59 in, AMOLED, 1080 x 2340 pixels, 30 bit","9280 x 6920 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, ad, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.1, USB Type-C",5.1,"6000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d6705403,
869,78 x 171 x 9.85 mm,"1x 3.09 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 670 MHz",240 g,"12 GB, 16 GB, 2750 MHz",512 GB,"6.59 in, AMOLED, 1080 x 2340 pixels, 30 bit","9280 x 6920 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, ad, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.1, USB Type-C",5.1,"6000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d6705403,
870,78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/eb8a550e,219.0
871,78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/eb8a550e,220.0
872,78.1 x 159.7 x 7.6 mm,"2x 2.15 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 624 MHz",173 g,"4 GB, 1866 MHz",64 GB,"5.7 in, IPS, 1440 x 2560 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/36143e4e,547.0
873,78.1 x 159.7 x 7.6 mm,"2x 2.15 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 624 MHz",173 g,"4 GB, 1866 MHz",64 GB,"5.7 in, IPS, 1440 x 2560 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/36143e4e,548.0
874,78.1 x 169.98 x 9.69 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 700 MHz",223 g,"4 GB, 1866 MHz",128 GB,"6.8 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6920 pixels, 1920 x 1080 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/6ce1546c,377.0
875,78.1 x 171.2 x 9.4 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",215 g,"8 GB, 2133 MHz",256 GB,"6.8 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a3cd53e2,
876,78.12 x 152.2 x 8.68 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 550 MHz,",150 g,"2 GB, 933 MHz",16 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.1,"2960 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/22293cc5,
877,78.2 x 159.6 x 12.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",230 g,"3 GB, 933 MHz",32 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/073754df,230.0
878,78.2 x 159.6 x 12.8 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",230 g,"6 GB, 1800 MHz",128 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c50953dc,231.0
879,78.2 x 160.4 x 7.3 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",182 g,"6 GB, 8 GB, 1866 MHz","128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3640 mAh, Li-Ion",https://www.devicespecifications.com/en/model/1d4f4bb9,44.0
880,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,29.0
881,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,30.0
882,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,31.0
883,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,32.0
884,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,33.0
885,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,34.0
886,78.25 x 153.8 x 7.25 mm,"4x 2.313 GHz Exynos M2 Mongoose, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-G71 MP20, 546 MHz,",177 g,"6 GB, 1794 MHz","64 GB, 128 GB","5.95 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"3500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/31a849f0,35.0
887,78.3 x 152 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",202 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/00023ead,47.0
888,78.3 x 156.5 x 14.2 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",264 g,"6 GB, 1866 MHz",128 GB,"5.84 in, IPS, 1080 x 2280 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a3b25462,252.0
889,78.3 x 156.5 x 14.2 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",264 g,"8 GB, 1866 MHz",128 GB,"5.84 in, IPS, 1080 x 2280 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/98c25321,250.0
890,78.3 x 156.5 x 14.2 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",264 g,"8 GB, 1866 MHz",128 GB,"5.84 in, IPS, 1080 x 2280 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/98c25321,251.0
891,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,145.0
892,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,146.0
893,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,147.0
894,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,152.0
895,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,153.0
896,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,155.0
897,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,212.0
898,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,292.0
899,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,332.0
900,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,345.0
901,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,346.0
902,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,351.0
903,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83,353.0
904,78.5 x 156.9 x 15.5 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",253 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce354a45,227.0
905,78.56 x 171.9 x 8.99 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",220 g,"6 GB, 8 GB, 2133 MHz","64 GB, 128 GB","6.81 in, IPS, 1080 x 2400 pixels, 24 bit","9280 x 6920 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7f2a5330,114.0
906,78.9 x 150 x 14.4 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",227 g,"4 GB, 1600 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/42b75a06,203.0
907,78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/779353ad,204.0
908,78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/779353ad,205.0
