dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
74.3 x 148.6 x 7.9 mm,"4x 2.5 GHz ARM Cortex-A53, 4x 1.6 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",175 g,"4 GB, 6 GB, 1600 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/349243db
69.8 x 144.7 x 8.5 mm,"4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 308, 598 MHz",170 g,"3 GB, 667 MHz",32 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/200f4723
71.1 x 150.7 x 9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-T820 MP1,",162 g,1 GB,8 GB,"5.45 in, IPS, 480 x 960 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"2000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2a215155
74.42 x 146 x 12.6 mm,"4x 1.1 GHz ARM Cortex-A7,","Qualcomm Adreno 304, 400 MHz",200 g,"2 GB, 533 MHz",16 GB,"4.7 in, TFT, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/8ac44573
79.4 x 158.2 x 14.1 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",487 g,"4 GB, 1600 MHz",64 GB,"5.45 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/188054aa
79.4 x 158.2 x 14.1 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",238 g,"2 GB, 533 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/706a5261
79.4 x 158.2 x 14.1 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",238 g,"2 GB, 533 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/706a5261
79.4 x 158.2 x 14.1 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",238 g,"2 GB, 533 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/706a5261
79.4 x 158.2 x 14.1 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",487 g,"4 GB, 1600 MHz",64 GB,"5.45 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/188054aa
79.4 x 158.2 x 14.1 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",487 g,"4 GB, 1600 MHz",64 GB,"5.45 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4650 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/188054aa
62 x 127.1 x 7.9 mm,"2x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",96 g,"512 MB, 266 MHz",8 GB,"4.3 in, IPS, 480 x 854 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"1700 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b8ee2a1c
75.45 x 154.5 x 7.7 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",170 g,"4 GB, 6 GB, 1866 MHz",64 GB,"6.2 in, IPS, 1080 x 2246 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6d394e87
75.45 x 154.5 x 7.7 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",170 g,"4 GB, 6 GB, 1866 MHz",64 GB,"6.2 in, IPS, 1080 x 2246 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6d394e87
75.45 x 154.5 x 7.7 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",170 g,"4 GB, 6 GB, 1866 MHz",64 GB,"6.2 in, IPS, 1080 x 2246 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6d394e87
75.45 x 154.5 x 7.7 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",170 g,"4 GB, 6 GB, 1866 MHz",64 GB,"6.2 in, IPS, 1080 x 2246 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6d394e87
76.6 x 158.1 x 9.69 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",210 g,"4 GB, 1600 MHz",64 GB,"5.65 in, IPS, 720 x 1440 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3100 mAh, Li-Ion",https://www.devicespecifications.com/en/model/03d65273
77.8 x 161.32 x 14.15 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",275 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"5500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/012c4be4
73 x 153.8 x 8.5 mm,"4x 1.6 GHz ARM Cortex-A55, 4x 1.2 GHz ARM Cortex-A55,","PowerVR GE8322 / IMG8322, 550 MHz,",152 g,"3 GB, 1600 MHz",32 GB,"5.45 in, IPS, 720 x 1440 pixels, 24 bit","4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/75d2519a
81 x 162.8 x 15.9 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",284 g,"6 GB, 1600 MHz",64 GB,"5.71 in, IPS, 720 x 1520 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5180 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c71a5436
73.4 x 147.9 x 12.66 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53,","Qualcomm Adreno 405, 550 MHz",,"3 GB, 933 MHz",32 GB,"4.7 in, AHVA, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/75203bc3
81 x 164 x 15.5 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",287 g,"4 GB, 933 MHz",32 GB,"5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d19448f6
81 x 164 x 15.5 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",287 g,"4 GB, 933 MHz",32 GB,"5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d19448f6
78 x 163 x 13 mm,"4x 2.2 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 508, 700 MHz",250 g,"4 GB, 1333 MHz",64 GB,"5.2 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/23ad48c2
76.7 x 158.5 x 11.99 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",248 g,"6 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/b2eb540f
80 x 163.5 x 16.45 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"6 GB, 1800 MHz",128 GB,"5.9 in, IPS, 1080 x 2280 pixels, 24 bit","5360 x 4032 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"6300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/81b95260
85.5 x 171.6 x 18.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",372 g,"6 GB, 1800 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","21 MP, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"10000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/233453c9
,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"4 GB, 1800 MHz",64 GB,"6.18 in, IPS, 1080 x 2246 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/837f5289
,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"4 GB, 1800 MHz",64 GB,"6.18 in, IPS, 1080 x 2246 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/837f5289
,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"4 GB, 1800 MHz",64 GB,"6.18 in, IPS, 1080 x 2246 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/837f5289
,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"4 GB, 1800 MHz",64 GB,"6.18 in, IPS, 1080 x 2246 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/837f5289
,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",,"4 GB, 1800 MHz",64 GB,"6.18 in, IPS, 1080 x 2246 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/837f5289
79.3 x 168 x 13.8 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",285 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2160 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f5f1524f
79.3 x 168 x 13.8 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",285 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2160 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5150 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f5f1524f
81.4 x 167 x 15.5 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",310 g,"8 GB, 2133 MHz",128 GB,"6.22 in, IPS, 720 x 1520 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/94a054ce
81.4 x 167 x 15.5 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",310 g,"8 GB, 2133 MHz",128 GB,"6.22 in, IPS, 720 x 1520 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/94a054ce
81.4 x 167 x 15.5 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",310 g,"8 GB, 2133 MHz",128 GB,"6.22 in, IPS, 720 x 1520 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/94a054ce
77.2 x 157.8 x 7.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",165 g,"2 GB, 733 MHz",16 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/33dd419e
77.2 x 157.8 x 7.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",165 g,"2 GB, 733 MHz",16 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/33dd419e
77.2 x 157.8 x 7.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",165 g,"2 GB, 733 MHz",16 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/33dd419e
77.2 x 157.8 x 7.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",165 g,"2 GB, 733 MHz",16 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/33dd419e
74.2 x 142.5 x 8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",130 g,"2 GB, 733 MHz",16 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, ac, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e7f143e4
72.5 x 145 x 8.4 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",157 g,"1 GB, 533 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/939b492b
76.9 x 161.8 x 8.9 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",186 g,"4 GB, 1800 MHz",128 GB,"6.53 in, IPS, 1080 x 2242 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b66f5ac9
76.9 x 161.8 x 8.9 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",186 g,"4 GB, 1800 MHz",128 GB,"6.53 in, IPS, 1080 x 2242 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b66f5ac9
78.12 x 152.2 x 8.68 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 550 MHz,",150 g,"2 GB, 933 MHz",16 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.1,"2960 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/22293cc5
75.8 x 166.7 x 8.4 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",,"2 GB, 933 MHz",32 GB,"6.52 in, IPS, 720 x 1600 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/416a52bc
75.8 x 166.7 x 8.4 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",,"2 GB, 933 MHz",32 GB,"6.52 in, IPS, 720 x 1600 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/416a52bc
76.61 x 168.61 x 8.4 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, IPS, 1080 x 2460 pixels, 24 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/fa9b5eb5
76.61 x 168.61 x 8.4 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, IPS, 1080 x 2460 pixels, 24 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/fa9b5eb5
76.3 x 165.6 x 9.1 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",193 g,"2 GB, 800 MHz",32 GB,"6.52 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/5b015453
75.51 x 163.86 x 8.9 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.56 in, IPS, 720 x 1612 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7dab5bb7
77.3 x 170.8 x 9.2 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.7 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 820 MHz",,"4 GB, 1800 MHz",64 GB,"6.8 in, IPS, 720 x 1640 pixels, 24 bit","4608 x 3456 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/57205497
77.3 x 170.8 x 9.2 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.7 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 820 MHz",,"4 GB, 1800 MHz",64 GB,"6.8 in, IPS, 720 x 1640 pixels, 24 bit","4608 x 3456 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/57205497
92.1 x 145.2 x 11 mm,"1x 2.84 GHz Cortex-X1, 3x 2.42 GHz Cortex-A78, 4x 1.8GHz Cortex-A55 (Kryo 680)","Qualcomm Adreno 660, 840 MHz",284 g,"8 GB, 3200 MHz","128 GB, 256 GB, 512 GB","5.8 in, AMOLED, 1344 x 1892 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.1,"4449 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/449757c0
