,volume,cpu,gpu,weigth,storage,popularity,sellers_amount,screen_size,memory_size,battery_size,blue,price
301,90722.0,36.0,450.0,157.0,32.0,252,3,6.6,128.0,5000.0,4.2,4299.0
302,90563.0,59.0,1000.0,160.0,,583,31,2.8,,1600.0,4.2,810.0
303,97532.0,143.0,720.0,192.0,256.0,200,39,2.3,,1000.0,5.0,641.0
304,97532.0,143.0,720.0,192.0,256.0,990,24,1.77,,1450.0,5.0,444.0
305,97532.0,143.0,720.0,192.0,256.0,253,38,2.2,,1650.0,5.0,777.0
306,97532.0,143.0,720.0,192.0,256.0,265,38,2.2,,1650.0,5.0,777.0
307,97532.0,143.0,720.0,192.0,256.0,1021,22,,,800.0,5.0,988.0
308,97532.0,143.0,720.0,192.0,256.0,271,2,5.5,64.0,4060.0,5.0,3968.0
309,94829.0,74.0,710.0,173.0,,259,2,5.5,64.0,4060.0,5.0,3968.0
310,104737.0,36.0,450.0,157.0,32.0,245,5,5.0,16.0,2000.0,4.2,2059.0
311,104737.0,36.0,450.0,157.0,32.0,159,1,5.5,16.0,2700.0,4.2,1979.0
312,104737.0,36.0,450.0,157.0,32.0,109,1,5.5,16.0,2700.0,4.2,1979.0
313,83238.0,44.0,504.0,154.0,64.0,494,1,5.5,32.0,3000.0,5.0,2884.0
314,91892.0,66.0,680.0,150.0,,488,1,5.5,32.0,3000.0,4.2,2969.0
315,91892.0,66.0,680.0,150.0,,269,1,5.4,32.0,3760.0,4.2,5590.0
316,91892.0,66.0,680.0,150.0,,257,1,5.4,32.0,3760.0,4.2,5590.0
317,93699.0,59.0,,163.0,128.0,746,22,2.4,,1600.0,5.0,807.0
318,92158.0,62.0,850.0,172.0,,397,30,2.4,,1600.0,5.0,806.0
319,92158.0,62.0,850.0,172.0,,56,33,1.77,0.032,800.0,5.0,301.0
320,92158.0,62.0,850.0,172.0,,389,36,2.4,0.032,1800.0,5.0,413.0
321,88655.0,154.0,675.0,183.0,256.0,335,24,2.4,0.032,3000.0,5.0,546.0
322,89886.0,161.0,670.0,183.0,256.0,296,24,2.4,0.032,3000.0,5.1,546.0
323,90625.0,59.0,1000.0,162.0,,251,2,2.8,0.032,1450.0,4.2,499.0
324,90625.0,59.0,1000.0,162.0,,563,18,4.5,8.0,1500.0,4.2,1250.0
325,90625.0,59.0,1000.0,162.0,,571,5,4.5,8.0,2600.0,4.2,1850.0
326,90625.0,59.0,1000.0,162.0,,670,6,5.0,8.0,2500.0,4.2,1362.0
327,90625.0,59.0,1000.0,162.0,,79,1,6.1,64.0,3000.0,4.2,3490.0
328,90625.0,59.0,1000.0,162.0,,762,2,6.1,64.0,3000.0,4.2,3444.0
329,90625.0,59.0,1000.0,162.0,,1178,30,6.1,64.0,3000.0,4.2,2992.0
330,90625.0,59.0,1000.0,164.0,128.0,929,5,6.5,64.0,5000.0,4.2,4217.0
331,90625.0,59.0,1000.0,164.0,128.0,1131,20,6.7,128.0,4500.0,4.2,15017.0
332,96661.0,48.0,650.0,166.0,,901,19,1.77,0.032,1000.0,4.2,391.0
333,111594.0,8.0,660.0,178.0,32.0,523,6,1.77,0.032,1000.0,5.0,373.0
334,111594.0,8.0,660.0,178.0,32.0,333,10,1.77,,1000.0,5.0,272.0
335,93069.0,218.0,800.0,188.0,,294,10,1.77,,1000.0,5.0,272.0
336,93069.0,218.0,800.0,188.0,,151,2,2.4,0.032,1800.0,5.0,374.0
337,93069.0,218.0,800.0,188.0,,122,1,2.4,0.032,1800.0,5.0,379.0
338,93069.0,218.0,800.0,188.0,,163,1,2.4,0.032,1800.0,5.0,379.0
339,99442.0,30.0,550.0,180.0,32.0,113,1,2.4,0.032,1800.0,4.0,379.0
340,99176.0,88.0,572.0,189.0,,12,1,2.4,0.032,1400.0,5.0,699.0
341,99176.0,88.0,572.0,189.0,,45,1,2.4,,2000.0,5.0,649.0
342,99176.0,88.0,572.0,189.0,,556,4,2.8,0.032,3100.0,5.0,583.0
343,99176.0,88.0,572.0,189.0,,551,4,2.8,0.032,3100.0,5.0,583.0
344,99176.0,88.0,572.0,189.0,,227,13,2.8,,800.0,5.0,477.0
345,99176.0,88.0,572.0,189.0,,186,8,2.0,,1800.0,5.0,523.0
346,101368.0,57.0,950.0,168.0,32.0,219,8,2.0,,1800.0,5.2,523.0
347,101368.0,57.0,950.0,168.0,32.0,600,8,5.3,16.0,3020.0,5.2,1610.0
348,101368.0,57.0,950.0,168.0,32.0,473,3,5.3,16.0,3020.0,5.2,1599.0
349,106560.0,6.0,600.0,178.0,32.0,181,2,5.7,16.0,3020.0,4.0,2167.0
350,98956.0,8.0,660.0,,,567,4,5.7,16.0,3020.0,4.2,1939.0
351,93386.0,57.0,625.0,168.0,128.0,442,32,2.4,0.032,1700.0,5.0,474.0
352,93386.0,57.0,625.0,168.0,128.0,905,55,2.4,0.032,4000.0,5.0,557.0
353,113711.0,8.0,660.0,170.0,16.0,773,25,2.4,,800.0,4.2,314.0
354,113711.0,8.0,660.0,172.0,64.0,653,28,2.8,0.032,1400.0,4.2,547.0
355,113711.0,8.0,660.0,172.0,64.0,502,19,2.8,0.032,1400.0,4.2,545.0
356,93387.0,57.0,950.0,171.0,128.0,590,2,6.7,256.0,4200.0,5.0,29999.0
357,91089.0,196.0,720.0,175.0,,474,4,6.7,512.0,4260.0,5.0,32530.0
358,91089.0,196.0,720.0,175.0,,710,1,5.7,32.0,3300.0,5.0,3742.0
359,100026.0,148.0,587.0,188.0,,637,1,5.7,64.0,3300.0,5.1,3850.0
360,100026.0,148.0,587.0,188.0,,745,1,5.7,64.0,3300.0,5.1,3799.0
361,100026.0,148.0,587.0,188.0,,603,1,5.7,64.0,3300.0,5.1,4099.0
362,91336.0,,950.0,181.0,512.0,596,1,5.7,64.0,3300.0,5.3,4099.0
363,97199.0,57.0,625.0,180.0,128.0,674,1,5.7,64.0,3300.0,5.1,4099.0
364,84588.0,6.0,600.0,130.0,16.0,96,1,5.7,128.0,3300.0,4.0,8009.0
365,87971.0,63.0,700.0,165.0,64.0,27,1,5.7,128.0,3300.0,5.0,8009.0
366,208838.0,43.0,600.0,202.0,64.0,686,2,6.2,64.0,3000.0,5.0,4849.0
367,208838.0,43.0,600.0,202.0,64.0,1030,2,6.1,64.0,3000.0,5.0,5571.0
368,96566.0,44.0,504.0,172.0,,923,2,6.1,64.0,3000.0,5.0,5421.0
369,96566.0,44.0,504.0,172.0,,851,3,6.1,64.0,3000.0,5.0,5713.0
370,103679.0,46.0,610.0,184.0,,427,2,6.1,64.0,3000.0,5.0,5798.0
371,103679.0,46.0,610.0,184.0,,925,27,6.4,64.0,5000.0,5.0,5464.0
372,103679.0,46.0,610.0,184.0,,840,12,6.5,64.0,5000.0,5.0,4772.0
373,103679.0,46.0,610.0,184.0,,906,1,6.1,128.0,3500.0,5.0,8299.0
374,113223.0,47.0,700.0,208.0,,931,21,6.4,128.0,4000.0,5.0,17790.0
375,113223.0,47.0,700.0,208.0,,988,21,6.21,128.0,3550.0,5.0,14427.0
376,113223.0,47.0,700.0,208.0,,1062,17,6.5,64.0,5000.0,5.0,4812.0
377,113223.0,47.0,700.0,208.0,,1160,46,6.81,128.0,5000.0,5.0,6697.0
378,113574.0,47.0,700.0,208.0,256.0,845,2,5.1,32.0,2550.0,5.0,3529.0
379,88327.0,47.0,700.0,172.0,128.0,325,1,5.1,32.0,2600.0,5.1,4511.0
380,88327.0,47.0,700.0,172.0,128.0,605,1,5.5,32.0,3600.0,5.1,5930.0
381,109385.0,52.0,1000.0,197.0,256.0,1163,33,5.7,16.0,3000.0,5.2,2940.0
382,87223.0,64.0,1000.0,175.0,64.0,1073,50,5.3,16.0,3000.0,4.0,2344.0
383,92966.0,44.0,504.0,164.0,,1078,25,6.5,32.0,5000.0,5.0,3776.0
384,92966.0,44.0,504.0,164.0,,1129,24,6.2,32.0,4000.0,5.0,3348.0
385,94246.0,52.0,700.0,185.0,64.0,1036,40,6.4,32.0,4000.0,4.2,4101.0
386,94805.0,57.0,625.0,180.0,128.0,1008,63,6.5,32.0,5000.0,5.0,4473.0
387,104007.0,49.0,750.0,182.0,128.0,1092,57,6.5,64.0,5000.0,5.0,4977.0
388,93863.0,40.0,845.0,165.0,,100,8,5.0,16.0,2600.0,5.0,3222.0
389,98529.0,40.0,845.0,169.0,,91,8,5.0,16.0,2600.0,5.0,3222.0
390,116763.0,148.0,587.0,200.0,512.0,1040,9,5.8,32.0,3000.0,5.0,4595.0
391,108225.0,148.0,587.0,199.0,,54,2,5.8,32.0,3000.0,5.1,4300.0
392,108225.0,148.0,587.0,199.0,,1017,13,6.5,32.0,4000.0,5.1,4126.0
393,136903.0,4.0,400.0,200.0,16.0,1059,46,6.5,32.0,5000.0,4.1,5174.0
394,90754.0,69.0,,178.0,256.0,1072,4,6.4,32.0,4000.0,4.2,4524.0
395,90754.0,69.0,,178.0,256.0,261,1,6.4,64.0,4000.0,4.2,6340.0
396,91637.0,,840.0,177.0,,273,1,6.4,64.0,4000.0,5.2,6340.0
397,91637.0,,840.0,177.0,,778,8,6.4,64.0,4000.0,5.2,6098.0
398,91637.0,,840.0,177.0,,1115,74,6.4,128.0,5000.0,5.2,6510.0
399,91637.0,,840.0,177.0,,1185,92,6.4,64.0,5000.0,5.2,5997.0
400,90923.0,62.0,850.0,169.0,,1173,19,6.1,64.0,3500.0,5.0,6693.0
401,90923.0,62.0,850.0,169.0,,736,16,6.4,128.0,4000.0,5.0,6687.0
402,90923.0,62.0,850.0,169.0,,874,2,6.4,64.0,4000.0,5.0,5527.0
403,90923.0,62.0,850.0,169.0,,712,2,6.4,128.0,4000.0,5.0,6933.0
404,100002.0,148.0,587.0,190.0,,168,8,6.4,128.0,4000.0,5.0,8243.0
405,100002.0,148.0,587.0,190.0,,118,8,6.4,128.0,4000.0,5.0,8243.0
406,100002.0,148.0,587.0,190.0,,127,8,6.4,128.0,4000.0,5.0,8243.0
407,100002.0,148.0,587.0,190.0,,70,5,6.4,128.0,4000.0,5.0,7159.0
408,100002.0,148.0,587.0,190.0,,1192,83,6.5,64.0,4000.0,5.0,7139.0
409,100002.0,148.0,587.0,190.0,,1177,77,6.5,128.0,4000.0,5.0,8076.0
410,100002.0,148.0,587.0,190.0,,783,20,6.5,128.0,4000.0,5.0,8538.0
411,100002.0,218.0,800.0,190.0,,970,9,6.5,128.0,4000.0,5.0,7135.0
412,100002.0,218.0,800.0,190.0,,1039,66,6.5,128.0,4000.0,5.0,8152.0
413,100002.0,218.0,800.0,190.0,,205,3,6.0,32.0,3500.0,5.0,7064.0
414,100002.0,218.0,800.0,190.0,,484,2,6.0,32.0,3500.0,5.0,5292.0
415,109549.0,43.0,1000.0,197.0,,346,4,6.0,32.0,3500.0,5.0,7071.0
416,109549.0,43.0,1000.0,197.0,,279,1,6.0,64.0,3300.0,5.0,5699.0
417,97134.0,9.0,578.0,149.0,,689,6,6.0,64.0,3300.0,4.0,5893.0
418,97134.0,9.0,578.0,149.0,,339,14,6.7,128.0,4500.0,4.0,8816.0
419,94929.0,64.0,800.0,230.0,128.0,173,11,6.7,128.0,4500.0,4.2,8965.0
420,97099.0,47.0,840.0,179.0,128.0,209,11,6.7,128.0,4500.0,5.3,8965.0
421,110573.0,52.0,700.0,174.0,32.0,222,11,6.7,128.0,4500.0,4.2,8965.0
422,82698.0,74.0,710.0,153.0,,611,9,6.7,128.0,4500.0,5.0,8986.0
423,83839.0,14.0,653.0,158.0,,1209,79,6.7,128.0,4500.0,4.2,10403.0
424,83839.0,14.0,653.0,158.0,,957,20,6.7,128.0,4500.0,4.2,10848.0
425,83839.0,14.0,653.0,158.0,,44,5,6.0,32.0,3500.0,4.2,7309.0
426,92293.0,30.0,770.0,169.0,32.0,93,5,6.0,32.0,3500.0,5.0,7253.0
427,91167.0,62.0,,166.0,,102,5,6.0,32.0,3500.0,5.0,7253.0
428,91167.0,62.0,,166.0,,143,1,6.0,64.0,3500.0,5.0,6542.0
429,91167.0,62.0,,166.0,,423,1,6.7,128.0,3700.0,5.0,13131.0
430,92351.0,34.0,770.0,166.0,,310,6,6.7,128.0,3700.0,5.0,13296.0
431,92351.0,34.0,770.0,166.0,,472,4,6.3,128.0,3800.0,5.0,8610.0
432,92351.0,34.0,770.0,166.0,,298,4,7.3,256.0,4380.0,5.0,55338.0
433,92351.0,34.0,770.0,166.0,,819,31,7.3,512.0,4380.0,5.0,41310.0
434,102209.0,64.0,1000.0,210.0,,304,10,7.3,512.0,4235.0,4.0,37640.0
435,109584.0,16.0,565.0,190.0,128.0,330,10,7.3,512.0,4235.0,5.1,37173.0
436,107292.0,62.0,,205.0,256.0,761,1,5.6,32.0,3000.0,5.1,3498.0
437,96604.0,80.0,710.0,185.0,256.0,132,6,6.22,16.0,3400.0,5.0,4268.0
438,90174.0,43.0,950.0,179.0,128.0,157,6,6.22,16.0,3400.0,5.1,4268.0
439,107913.0,49.0,700.0,191.0,64.0,107,6,6.22,16.0,3400.0,5.0,4268.0
440,107913.0,49.0,700.0,191.0,64.0,270,1,6.22,32.0,3400.0,5.0,4100.0
441,107913.0,49.0,700.0,191.0,64.0,258,1,6.22,32.0,3400.0,5.0,4100.0
442,116400.0,49.0,700.0,191.0,64.0,64,2,6.22,32.0,3400.0,5.0,4095.0
443,116400.0,49.0,700.0,191.0,64.0,145,3,6.4,32.0,4000.0,5.0,4882.0
444,104533.0,62.0,546.0,195.0,,1049,8,6.4,32.0,5000.0,5.0,4171.0
445,104533.0,62.0,546.0,195.0,,1204,67,6.4,64.0,6000.0,5.0,5849.0
446,104533.0,62.0,546.0,195.0,,443,5,6.4,64.0,5000.0,5.0,6749.0
447,101036.0,52.0,700.0,212.0,,1214,44,6.4,128.0,6000.0,4.2,7196.0
448,101036.0,52.0,700.0,212.0,,1184,55,6.5,128.0,6000.0,4.2,8359.0
449,101036.0,52.0,700.0,212.0,,1220,55,6.7,128.0,7000.0,4.2,9620.0
450,101800.0,72.0,1114.0,185.0,64.0,568,5,6.3,256.0,3500.0,5.1,21353.0
451,101800.0,72.0,1114.0,185.0,64.0,658,14,6.3,256.0,3500.0,5.1,21852.0
452,93329.0,46.0,430.0,165.0,,1172,53,6.3,256.0,3500.0,5.0,19940.0
453,82049.0,69.0,767.0,172.0,,909,16,6.8,256.0,4300.0,4.2,25252.0
454,100647.0,40.0,600.0,185.0,64.0,421,1,6.8,512.0,4300.0,4.2,27124.0
455,100647.0,40.0,600.0,185.0,64.0,1113,49,6.8,256.0,4300.0,4.2,23920.0
456,104280.0,40.0,845.0,190.0,128.0,233,3,6.8,512.0,4300.0,5.0,27973.0
457,104280.0,40.0,845.0,190.0,128.0,744,3,6.3,64.0,3300.0,5.0,9923.0
458,109350.0,43.0,600.0,192.0,64.0,184,6,6.3,128.0,3300.0,4.2,18114.0
459,96103.0,48.0,,175.0,128.0,217,6,6.3,128.0,3300.0,5.1,18114.0
460,96103.0,48.0,,175.0,128.0,889,15,6.4,128.0,4000.0,5.1,14422.0
461,104446.0,115.0,,189.0,128.0,164,3,6.4,512.0,4000.0,5.1,20948.0
462,97486.0,38.0,614.0,195.0,,123,3,6.4,512.0,4000.0,5.0,20948.0
463,110353.0,40.0,820.0,195.0,,114,3,6.4,512.0,4000.0,5.0,20948.0
464,110353.0,40.0,820.0,195.0,,813,17,6.4,512.0,4000.0,5.0,16076.0
465,110353.0,40.0,820.0,195.0,,992,14,6.4,512.0,4000.0,5.0,17585.0
466,110353.0,40.0,820.0,195.0,,714,16,6.4,512.0,4000.0,5.0,17540.0
467,114669.0,57.0,950.0,195.0,,1182,77,6.7,128.0,4500.0,5.0,11405.0
468,107628.0,154.0,675.0,205.0,,915,27,6.7,128.0,4500.0,5.0,12169.0
469,107628.0,154.0,675.0,205.0,,956,34,6.7,256.0,4300.0,5.0,21175.0
470,93282.0,52.0,1000.0,,256.0,730,27,6.7,256.0,4300.0,5.2,21222.0
471,93282.0,52.0,1000.0,,256.0,1080,63,6.7,256.0,4300.0,5.2,22670.0
472,91613.0,69.0,767.0,172.0,128.0,1146,33,6.9,256.0,4500.0,4.2,30008.0
473,100303.0,34.0,770.0,175.0,,1013,36,6.9,256.0,4500.0,5.0,28896.0
474,107468.0,62.0,850.0,192.0,,800,20,6.9,512.0,4500.0,5.0,39524.0
475,111190.0,62.0,850.0,191.0,128.0,1147,38,6.9,256.0,4500.0,5.0,32669.0
476,111190.0,62.0,850.0,208.0,,1190,4,6.7,128.0,4500.0,5.0,14079.0
477,98777.0,148.0,585.0,193.0,,1054,11,6.7,128.0,4500.0,5.0,14654.0
478,98777.0,148.0,585.0,193.0,,1199,64,6.1,128.0,3400.0,5.0,17561.0
479,98777.0,148.0,585.0,193.0,,198,13,6.1,512.0,3400.0,5.0,21229.0
480,98777.0,148.0,585.0,193.0,,861,10,6.1,128.0,3400.0,5.0,19123.0
481,98777.0,148.0,585.0,193.0,,1180,45,6.4,128.0,4000.0,5.0,17860.0
482,109630.0,57.0,950.0,195.0,,847,22,6.4,1000.0,4000.0,5.1,22932.0
483,105263.0,46.0,600.0,188.0,128.0,795,22,6.4,1000.0,4000.0,5.0,23137.0
484,96841.0,43.0,621.0,175.0,64.0,910,26,6.4,512.0,4000.0,4.1,21304.0
485,96841.0,43.0,621.0,175.0,64.0,828,28,6.4,512.0,4000.0,4.1,19878.0
486,97076.0,16.0,650.0,173.0,,413,1,6.4,512.0,4000.0,4.2,18739.0
487,103530.0,30.0,550.0,175.0,128.0,403,1,6.4,512.0,4000.0,4.2,18739.0
488,100864.0,161.0,670.0,192.0,,817,9,6.4,128.0,4000.0,5.0,20044.0
489,100864.0,161.0,670.0,192.0,,815,9,6.4,128.0,4000.0,5.0,20044.0
490,100864.0,161.0,670.0,192.0,256.0,66,3,6.4,1000.0,4000.0,5.0,21454.0
491,96990.0,64.0,647.0,186.0,,1122,23,5.8,128.0,3100.0,5.0,16313.0
492,121618.0,60.0,770.0,208.0,128.0,499,1,5.8,128.0,3100.0,4.1,12499.0
493,99531.0,43.0,1000.0,190.0,,1003,1,6.2,128.0,4000.0,4.2,20699.0
494,99531.0,43.0,1000.0,190.0,,1034,22,6.2,128.0,4000.0,4.2,22846.0
495,99531.0,43.0,1000.0,190.0,,1181,20,6.5,128.0,4500.0,4.2,17390.0
496,99531.0,43.0,1000.0,190.0,,913,14,6.5,256.0,4500.0,4.2,21157.0
497,99531.0,43.0,1000.0,190.0,,964,10,6.5,128.0,4500.0,4.2,17332.0
498,99531.0,43.0,1000.0,190.0,,396,1,6.5,128.0,4500.0,4.2,16980.0
499,99531.0,43.0,1000.0,190.0,,1197,79,6.5,128.0,4500.0,4.2,17631.0
500,113986.0,5.0,598.0,200.0,,439,8,6.5,256.0,4500.0,4.2,20513.0
501,102060.0,64.0,1000.0,,64.0,899,16,6.5,128.0,4500.0,5.0,16396.0
502,109706.0,16.0,,192.0,,982,56,6.5,256.0,4500.0,5.0,19215.0
503,89523.0,42.0,700.0,163.0,,1210,65,6.2,128.0,4000.0,4.1,21011.0
504,115760.0,5.0,500.0,,16.0,933,30,6.9,256.0,5000.0,4.2,29175.0
505,96389.0,66.0,680.0,170.0,,984,30,6.9,128.0,5000.0,4.2,27461.0
506,96265.0,46.0,430.0,181.0,,1114,63,6.9,128.0,5000.0,5.0,32806.0
507,96265.0,46.0,430.0,181.0,,1130,31,6.9,128.0,4500.0,5.0,23302.0
508,96265.0,46.0,430.0,181.0,,192,2,6.7,128.0,4500.0,5.0,24843.0
509,96265.0,46.0,430.0,181.0,,226,2,6.7,128.0,4500.0,5.0,24843.0
510,96265.0,46.0,430.0,181.0,,321,3,6.7,128.0,4500.0,5.0,21905.0
511,104496.0,57.0,950.0,199.0,,1011,35,6.7,128.0,4500.0,5.0,21326.0
512,109584.0,148.0,587.0,218.0,,1070,87,6.7,128.0,4500.0,5.1,24160.0
513,109584.0,148.0,587.0,218.0,,1175,25,6.2,128.0,4000.0,5.1,26751.0
514,112046.0,83.0,836.0,213.0,,1004,22,6.2,256.0,4000.0,5.0,28876.0
515,112046.0,83.0,836.0,213.0,,1104,28,6.8,128.0,5000.0,5.0,37630.0
516,112046.0,83.0,836.0,213.0,,1164,22,6.8,256.0,5000.0,5.0,39620.0
517,178754.0,66.0,680.0,286.0,64.0,1136,26,6.8,512.0,5000.0,4.2,42649.0
518,178754.0,66.0,680.0,286.0,64.0,979,32,6.7,128.0,4800.0,4.2,31574.0
519,110921.0,45.0,650.0,188.0,32.0,1006,27,6.7,256.0,4800.0,4.2,33443.0
520,110921.0,45.0,650.0,188.0,32.0,824,1,5.1,32.0,3000.0,4.2,5400.0
521,106842.0,67.0,900.0,186.0,64.0,685,3,5.1,32.0,3000.0,4.2,7782.0
522,103217.0,8.0,660.0,183.0,32.0,908,2,5.8,64.0,3000.0,5.0,7864.0
523,89759.0,64.0,647.0,170.0,64.0,886,1,5.8,64.0,3000.0,5.0,7640.0
524,89759.0,64.0,647.0,170.0,64.0,871,7,6.2,64.0,3500.0,5.0,10787.0
525,89759.0,64.0,647.0,170.0,64.0,664,1,6.2,64.0,3500.0,5.0,8709.0
526,89759.0,64.0,647.0,170.0,64.0,167,1,5.8,128.0,3000.0,5.0,14990.0
527,96268.0,16.0,650.0,180.0,,126,1,5.8,128.0,3000.0,4.2,14990.0
528,96268.0,16.0,650.0,180.0,,117,1,5.8,128.0,3000.0,4.2,14990.0
529,160875.0,6.0,570.0,225.0,16.0,92,8,5.8,128.0,3000.0,4.0,16798.0
530,160875.0,6.0,570.0,225.0,16.0,101,8,5.8,128.0,3000.0,4.0,16798.0
531,160875.0,6.0,570.0,225.0,32.0,17,1,5.8,128.0,3000.0,4.0,13720.0
532,160875.0,6.0,570.0,225.0,32.0,249,9,5.8,128.0,3000.0,4.0,13537.0
533,104622.0,80.0,710.0,187.0,,1105,5,5.8,64.0,3000.0,5.0,11207.0
534,97694.0,66.0,680.0,165.0,,426,1,5.8,128.0,3000.0,5.0,12869.0
535,97694.0,66.0,680.0,165.0,,376,1,6.2,128.0,3500.0,5.0,13550.0
536,131154.0,,840.0,257.0,,230,9,6.2,128.0,3500.0,5.0,13436.0
537,96640.0,63.0,700.0,167.0,64.0,285,6,6.2,128.0,3500.0,5.0,13525.0
538,96744.0,48.0,,175.0,128.0,470,2,6.2,128.0,3500.0,5.0,14502.0
539,99376.0,57.0,625.0,185.0,128.0,517,15,6.2,256.0,3500.0,5.0,14532.0
540,100171.0,64.0,750.0,184.0,128.0,1135,16,6.2,64.0,3500.0,5.0,13837.0
541,100171.0,57.0,950.0,184.0,128.0,696,13,6.7,256.0,3300.0,5.0,22434.0
542,102707.0,66.0,680.0,180.0,128.0,1029,16,6.7,256.0,3300.0,5.0,35015.0
543,113983.0,52.0,955.0,182.0,128.0,1099,33,7.6,256.0,4500.0,5.1,51460.0
544,113983.0,52.0,955.0,182.0,128.0,207,6,2.8,0.032,950.0,5.1,460.0
545,111006.0,8.0,660.0,190.0,32.0,191,1,5.2,32.0,2700.0,4.2,4189.0
546,111006.0,8.0,660.0,190.0,32.0,225,1,5.2,32.0,2700.0,4.2,4189.0
547,130029.0,30.0,550.0,,128.0,880,1,5.7,64.0,3200.0,4.2,3299.0
548,130029.0,30.0,550.0,,128.0,630,1,5.7,64.0,3200.0,4.2,3299.0
549,110120.0,8.0,660.0,,,4,1,5.0,16.0,5000.0,4.2,5600.0
550,101613.0,51.0,725.0,180.0,,960,10,6.39,64.0,4050.0,4.2,4630.0
551,101613.0,51.0,725.0,180.0,,436,1,6.39,128.0,4050.0,4.2,5249.0
552,90577.0,12.0,700.0,163.0,,504,7,6.3,64.0,10000.0,4.2,5101.0
553,90577.0,12.0,700.0,163.0,,509,7,6.3,64.0,10000.0,4.2,5101.0
554,90577.0,12.0,700.0,163.0,,328,6,6.41,64.0,11000.0,4.2,5039.0
555,90577.0,12.0,700.0,163.0,,290,6,6.41,64.0,11000.0,4.2,5039.0
556,90577.0,12.0,700.0,163.0,,506,9,6.41,64.0,11000.0,4.2,5146.0
557,90577.0,12.0,700.0,163.0,,469,5,6.41,64.0,11000.0,4.2,5331.0
558,99508.0,148.0,585.0,186.0,,731,2,5.99,64.0,4050.0,5.0,3786.0
559,99508.0,148.0,585.0,186.0,,467,4,7.12,64.0,6000.0,5.0,5467.0
560,99508.0,148.0,585.0,186.0,,916,2,4.5,32.0,3505.0,5.0,5674.0
561,99508.0,148.0,585.0,186.0,,115,5,5.0,16.0,4400.0,5.0,2500.0
562,99508.0,148.0,585.0,186.0,,124,5,5.0,16.0,4400.0,5.0,2500.0
563,99508.0,148.0,585.0,186.0,,165,5,5.0,16.0,4400.0,5.0,2500.0
564,99508.0,148.0,585.0,186.0,,811,4,4.0,32.0,2000.0,5.0,3046.0
565,99508.0,148.0,585.0,186.0,,749,4,4.0,32.0,2000.0,5.0,3046.0
566,99508.0,148.0,585.0,186.0,,199,1,4.5,16.0,2000.0,5.0,2600.0
567,99508.0,148.0,585.0,186.0,,178,1,4.5,16.0,2000.0,5.0,2600.0
568,99508.0,148.0,585.0,186.0,,214,1,4.5,16.0,2000.0,5.0,2600.0
569,99508.0,148.0,585.0,186.0,,6,1,1.77,,650.0,5.0,610.0
570,99508.0,148.0,585.0,186.0,,120,15,6.5,32.0,4000.0,5.0,3190.0
571,112550.0,57.0,950.0,195.0,,232,7,6.5,32.0,4000.0,5.0,3312.0
572,112550.0,57.0,950.0,195.0,128.0,890,33,6.5,32.0,4000.0,5.0,3325.0
573,112550.0,57.0,950.0,195.0,128.0,119,13,6.5,32.0,4000.0,5.0,3608.0
574,111085.0,,840.0,229.0,,380,11,2.4,,1970.0,5.2,1491.0
575,111085.0,,840.0,229.0,,387,4,2.4,,1970.0,5.2,1484.0
576,111085.0,,840.0,229.0,,668,4,2.8,8.0,2500.0,5.2,2840.0
577,95719.0,64.0,647.0,186.0,64.0,651,2,5.5,16.0,4000.0,5.0,3281.0
578,95804.0,14.0,600.0,191.0,,345,3,5.7,16.0,3300.0,4.2,2765.0
579,95804.0,14.0,600.0,191.0,,305,2,5.7,32.0,3300.0,4.2,2999.0
580,95804.0,14.0,600.0,191.0,,144,1,5.7,64.0,3000.0,4.2,4200.0
581,106032.0,154.0,675.0,199.0,,786,5,5.7,64.0,3100.0,5.0,3855.0
582,115051.0,46.0,600.0,200.0,64.0,482,9,5.7,64.0,3100.0,5.0,3726.0
583,114854.0,57.0,950.0,200.0,64.0,169,3,6.0,64.0,4060.0,5.0,3682.0
584,114961.0,66.0,680.0,200.0,64.0,453,11,1.4,0.032,460.0,4.2,563.0
585,114961.0,66.0,680.0,200.0,64.0,458,11,1.4,0.032,460.0,4.2,563.0
586,91924.0,63.0,700.0,172.0,32.0,48,16,1.77,,600.0,5.0,335.0
587,91924.0,63.0,700.0,172.0,32.0,394,17,2.4,,1400.0,5.0,394.0
588,171080.0,5.0,450.0,232.0,16.0,283,21,2.8,,950.0,4.0,666.0
589,171080.0,5.0,450.0,232.0,16.0,242,2,3.2,,1000.0,4.0,921.0
590,171080.0,5.0,450.0,232.0,16.0,239,2,3.2,,1000.0,4.0,921.0
591,82602.0,13.0,624.0,163.0,,747,8,1.77,0.032,600.0,4.1,528.0
592,92765.0,48.0,650.0,168.0,32.0,338,6,2.2,,1400.0,5.0,774.0
593,109261.0,57.0,950.0,188.0,64.0,521,10,2.2,,800.0,5.0,720.0
594,185136.0,52.0,700.0,257.0,64.0,414,13,2.4,,800.0,4.2,747.0
595,92626.0,80.0,710.0,169.0,,404,13,2.4,,800.0,5.0,747.0
596,120032.0,66.0,680.0,207.0,64.0,206,1,5.9,128.0,4000.0,5.0,13733.0
597,120032.0,66.0,680.0,207.0,64.0,606,4,6.0,256.0,4000.0,5.0,14257.0
598,120032.0,66.0,680.0,207.0,64.0,566,2,6.53,64.0,4000.0,5.0,13612.0
